,type,id,attributes.bioproject,attributes.accession,attributes.samples-count,attributes.secondary-accession,attributes.centre-name,attributes.is-public,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.samples.links.related,relationships.downloads.links.related,relationships.biomes.meta.count,relationships.biomes.data,relationships.biomes.links.related,relationships.publications.links.related,relationships.analyses.links.related,links.self,pipeline_version,biomes
257,studies,MGYS00000646,PRJNA260846,MGYS00000646,22.0,SRP047083,Microbiome Quality Control Project Consortium,True,,The MBQC is a collaborative effort to comprehensively evaluate methods for measuring the human microbiome. This pilot phase includes 16S rDNA amplicon based surveys of the human microbiome.,Microbiome Quality Control Project - 16S,HARVESTED,2020-06-14T14:04:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000646,2.0|4.1,root:Host-associated:Human:Digestive system
258,studies,MGYS00005504,PRJNA355323,MGYS00005504,811.0,SRP094801,City University of Hong Kong,True,,"16S rRNA sequencing reads from samples of household surfaces, residents'' skin and household air in Hong Kong residences.",Hong Kong Residences Raw sequence reads,HARVESTED,2020-06-14T13:40:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/downloads,1,"[{'type': 'biomes', 'id': 'root:Mixed', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Mixed'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005504,4.1,root:Mixed
259,studies,MGYS00005500,PRJEB15624,MGYS00005500,1626.0,ERP017451,AALBORG UNIVERSITY,True,,"High throughput characterisation of microbial communities is widely used as a source of information to develop strategies for improved biological processes in humans, animals and engineered systems. However, the introduction of organisms that do not contribute or grow in the system can ruin conclusions derived from the composition. In this study we sequenced samples from digesters and their influent streams to evaluate which organisms were truly growing and which were probably just continuously fed into the system.",Microbial analysis is challenged by immigration,SUBMITTED,2020-06-14T13:39:06,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/downloads,1,"[{'type': 'biomes', 'id': 'root:Mixed', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Mixed'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005500,4.1,root:Mixed
260,studies,MGYS00005527,PRJNA327565,MGYS00005527,549.0,SRP077932,Baylor College of Medicine,True,,"Background: Although we and our microbial community and genomes (the human microbiome) have co-evolved over millions of years, to what extent the human host maternally inherited ancestral genome (mitochondrial genome) informs both microbial community composition and risk of human disease is unclear. We have previously demonstrated a significant association between the placental microbiome and risk of preterm birth, as well as (in non-pregnant subjects) association of mitochondrial DNA (mtDNA) variants (mtSNPs) with the vaginal and gut microbiome. In this study, we aimed to explore complex interactions between human host mtSNPs and the vaginal and placental membrane microbiome with associated risk of preterm birth.Methods: Maternal blood and placental tissue samples from 93 gravidae (n=54 with preterm deliveries between 23 and 0/7 and <37 and 0/7 weeks; n=39 term =37 and 0/7 weeks) were deep sequenced, and mtSNPs were called with high confidence. The microbial taxonomic abundance of the vagina (introitus and posterior fornix) and placental membranes (maternal and fetal side swabs) from the same subjects were obtained via 16S ribosomal RNA sequencing, and inferred metagenomics was employed for metabolic pathway analysis. Interactions among both microbial taxa and their inferred metagenomics pathways were examined for association with mtSNPs employing multiple linear regressions modeling for both genotype and clinical covariates with PLINK quantitative trait associations. Analyses were adjusted for multiple comparisons, with a q value <0.05 denoting significance.Results: Consistent with ours and others recent published observations, we observed an association between preterm birth and the composition of the placental membrane microbiome community (PERMANOVA p=0.042). In our cohort, no significant association between any mtSNP with the occurrence of preterm birth was observed. However, overall associations between mitochondrial genome variations and both the vaginal and placental membrane preterm microbial community were observed. Of note, several functional mtSNPs (within coding regions for electron transport genes) demonstrated significant and robust associations (q value <0.05) with both occurrence and abundance of certain taxa and their metagenomics pathways among preterm births.Conclusions: We have demonstrated for the first time that maternally inherited human mtSNPs are associated with variations in both placental membrane and vaginal microbial taxa membership and their inferred metabolic function during pregnancy, and consequentially linked to the occurrence of preterm birth.",Integrated Analysis of mtDNA Single Nucleotide Polymorphisms with the Vaginal and Placental Membrane Microbiome and Rendered Risk Estimation for Preterm Birth,HARVESTED,2020-06-14T13:37:08,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005527,4.1,root:Host-associated:Human
261,studies,MGYS00005502,PRJNA300362,MGYS00005502,300.0,SRP065604,Institute of Microbiology and Genetics,True,,"Bacterial diversity and community composition should be assessed for grassland and forest soils in the three German Biodiversity Exploratories (Schorfheide-Chorin, Hainich-Dun, Schwabische Alb). Grassland soil samples were derived from meadows, pastures or mown pastures that were either fertilized or non-fertilized. Forest soil samples were derived from age class forest, selection forest or natural forest and dominated by either beech, oak, pine or spruce trees.The study focused on the effect of land use, management, fertilization and tree species as well as edaphic parameters onto the bacterial community and diversity to identify drivers of diversity and community composition.",Bacterial diversity and community composition in grassland and forest soils of the German Biodiversity Exploratories,HARVESTED,2020-06-14T13:31:51,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005502,4.1,root:Environmental:Terrestrial:Soil
262,studies,MGYS00005509,PRJNA269954,MGYS00005509,651.0,SRP056002,Broad Institute,True,,,"Paired mucosal j-pouch and afferent limb samples from postoperative ulcerative colitis and familial ademonatous polyposis patients from Mount Sinai Hospital, Toronto. Samples were collected during pouch endoscopy and 16S sequenced.",HARVESTED,2020-06-14T13:27:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005509,4.1,root:Host-associated:Human:Digestive system
264,studies,MGYS00004237,PRJNA245385,MGYS00004237,1.0,SRP041480,BIOTEC,True,,"The flooding crisis in Thailand in 2011 is one of the biggest recorded floods which caused enormous scale of damages to ecological and human habitats and public health concerns. In this study, bacterial and fungal diversity in sediments and waters collected from flooded areas in Bangkok and suburban covering residential, agricultural, and industrial areas were analyzed using high-throughput 454 pyrosequencing of 16S rRNA/ internal transcribed spacer sequences (ITS). Proximate phylogeny analysis showed differences in microbial distribution in water and sediment samples with variation in diversity profiles according to sampling locations.",Bacterial 16S rRNA and fungal ITS Metagenome,HARVESTED,2020-06-11T13:27:10,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Sediment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004237,4.1|5.0,root:Environmental:Aquatic:Sediment
266,studies,MGYS00005040,PRJEB30887,MGYS00005040,13.0,ERP113377,INTA,True,,The aim of this study was to compare soil bacterial communities in agricultural lands attempted to soybean production in different regions of Argentina. Intensive and conservative management practices were evaluated in contemporary long-term field experiments carried out in three different locations of the rolling pampas region.,Bacterial communities in agricultural soils under contrasting agronomic managements and biomes of Argentina,SUBMITTED,2020-06-07T10:16:24,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil:Agricultural', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005040,4.1,root:Environmental:Terrestrial:Soil:Agricultural
267,studies,MGYS00005511,PRJNA311763,MGYS00005511,618.0,SRP070563,University of Colorado at Boulder,True,,Study to assess the impact of relic (i.e. extracellular) DNA in soil on assessment of bacterial and fungal community structure.,Raw sequence reads from soil relic DNA study,HARVESTED,2020-06-06T22:02:50,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005511,4.1,root:Environmental:Terrestrial:Soil
268,studies,MGYS00005508,PRJNA272135,MGYS00005508,714.0,SRP052878,AgResearch,True,,The aim of the Global Rumen Census project is to survey the diversity of microbes present in rumen samples obtained from a range of locations and farming situations.,Rumen and gastrointestinal tract contents Targeted Locus (Loci),HARVESTED,2020-06-06T22:01:44,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005508,4.1,root:Host-associated:Mammals:Digestive system
269,studies,MGYS00005507,PRJEB6345,MGYS00005507,1055.0,ERP005870,IMPERIAL COLLEGE,True,,"The NeoM (Neonatal Microbiota) Study is an ecological study investigating the microbiota of pre-term infants. Samples collected include faecal samples, skin swabs and swabs of infant incubators. Bacterial DNA was extracted from the samples using either MPBio FastDNA Spin kits or MPBio FastDNA Spin Kits for Soil and V3-V5 amplicons were generated using Bifidobacterium-optomised primers (Sim et al, 2012, PLOS ONE) and tagged with 12bp barcodes. These were then sequenced using a 454 Life Sciences GS FLX (Roche) following the Roche Amplicon Lib-L protocol. Both raw data (.sff files) and data denoised via ampliconnoise.py (as part of the Qiime pipeline) will be submitted here.",A collection of 16S reads for samples relating to pre-term infants,SUBMITTED,2020-06-06T21:56:59,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/downloads,1,"[{'type': 'biomes', 'id': 'root:Mixed', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Mixed'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005507,4.1,root:Mixed
